gene,CHR,GENE,START,END,N_SNPS,start_idx_chr,end_idx_chr,chr_start_idx_gw
GFM2,5,GFM2,74017030,74063042,4,11764,11767,141699
TINP1,5,TINP1,74063102,74072734,3,11768,11770,141699
KIAA0888,5,KIAA0888,74073398,74162615,13,11771,11783,141699
GCNT4,5,GCNT4,74323288,74326724,3,11808,11810,141699
HMGCR,5,HMGCR,74633098,74657925,7,11850,11856,141699
COL4A3BP,5,COL4A3BP,74666927,74807806,9,11857,11865,141699
POLK,5,POLK,74807580,74895133,4,11866,11869,141699
C5orf37,5,C5orf37,74970023,75013313,9,11879,11887,141699
SV2C,5,SV2C,75379304,75621416,55,11938,11992,141699
IQGAP2,5,IQGAP2,75699148,76003957,88,12014,12101,141699
F2RL2,5,F2RL2,75911306,75919240,5,12075,12079,141699
F2R,5,F2R,76011867,76031595,2,12103,12104,141699
F2RL1,5,F2RL1,76114853,76131140,4,12122,12125,141699
S100Z,5,S100Z,76145825,76217056,9,12127,12135,141699
AGGF1,5,AGGF1,76326231,76361037,7,12161,12167,141699
ZBED3,5,ZBED3,76372531,76383030,6,12168,12173,141699
PDE8B,5,PDE8B,76506705,76723228,36,12220,12255,141699
WDR41,5,WDR41,76728068,76788332,6,12256,12261,141699
OTP,5,OTP,76924536,76934522,3,12285,12287,141699
TBCA,5,TBCA,76986994,77072185,15,12308,12322,141699
AP3B1,5,AP3B1,77298149,77590528,27,12383,12409,141699
SCAMP1,5,SCAMP1,77656338,77776562,9,12421,12429,141699
LHFPL2,5,LHFPL2,77781037,77944648,31,12430,12460,141699
ARSB,5,ARSB,78073036,78282357,42,12498,12539,141699
DMGDH,5,DMGDH,78293428,78365449,14,12543,12556,141699
BHMT2,5,BHMT2,78365582,78385275,3,12557,12559,141699
BHMT,5,BHMT,78407603,78428113,6,12564,12569,141699
JMY,5,JMY,78533286,78617948,5,12582,12586,141699
HOMER1,5,HOMER1,78669785,78809700,23,12599,12621,141699
PAPD4,5,PAPD4,78908242,78982471,10,12638,12647,141699
CMYA5,5,CMYA5,78985658,79096049,51,12648,12698,141699
MTX3,5,MTX3,79272538,79287088,2,12742,12743,141699
THBS4,5,THBS4,79330990,79379107,12,12749,12760,141699
SERINC5,5,SERINC5,79407473,79551870,32,12770,12801,141699
SPZ1,5,SPZ1,79615842,79617660,3,12814,12816,141699
ZFYVE16,5,ZFYVE16,79703837,79775498,10,12833,12842,141699
FAM151B,5,FAM151B,79783799,79838206,8,12843,12850,141699
ANKRD34B,5,ANKRD34B,79852573,79866098,3,12853,12855,141699
DHFR,5,DHFR,79922044,79950800,6,12865,12870,141699
MSH3,5,MSH3,79950293,80172634,33,12870,12902,141699
RASGRF2,5,RASGRF2,80256557,80521953,67,12922,12988,141699
CKMT2,5,CKMT2,80529138,80562217,6,12990,12995,141699
ZCCHC9,5,ZCCHC9,80597421,80609116,3,13000,13002,141699
ACOT12,5,ACOT12,80625946,80689988,20,13007,13026,141699
SSBP2,5,SSBP2,80715671,81047072,36,13031,13066,141699
ATG10,5,ATG10,81267873,81550770,29,13112,13140,141699
RPS23,5,RPS23,81569138,81574235,4,13142,13145,141699
TMEM167A,5,TMEM167A,82351985,82373179,3,13308,13310,141699
XRCC4,5,XRCC4,82373316,82649579,36,13311,13346,141699
VCAN,5,VCAN,82767529,82877800,22,13365,13386,141699
HAPLN1,5,HAPLN1,82934016,83016896,22,13394,13415,141699
EDIL3,5,EDIL3,83238125,83680611,69,13447,13515,141699
RASA1,5,RASA1,86564150,86687733,9,13902,13910,141699
TMEM161B,5,TMEM161B,87491022,87564665,7,13988,13994,141699
MEF2C,5,MEF2C,88016165,88179024,19,14029,14047,141699
POLR3G,5,POLR3G,89770680,89810369,6,14264,14269,141699
LYSMD3,5,LYSMD3,89811444,89825401,2,14270,14271,141699
GPR98,5,GPR98,89854616,90460033,89,14274,14362,141699
ARRDC3,5,ARRDC3,90664540,90679121,3,14407,14409,141699
FAM172A,5,FAM172A,92953774,93410465,44,14682,14725,141699
C5orf36,5,C5orf36,93855162,93954284,6,14770,14775,141699
ANKRD32,5,ANKRD32,93954390,94031573,6,14776,14781,141699
MCTP1,5,MCTP1,94043200,94620279,95,14782,14876,141699
FAM81B,5,FAM81B,94727047,94786144,18,14886,14903,141699
TTC37,5,TTC37,94800121,94890682,8,14905,14912,141699
ARSK,5,ARSK,94890824,94940806,3,14913,14915,141699
RFESD,5,RFESD,94982585,94992844,7,14922,14928,141699
SPATA9,5,SPATA9,94994019,95018714,16,14930,14945,141699
RHOBTB3,5,RHOBTB3,95066849,95132071,16,14957,14972,141699
GLRX,5,GLRX,95149552,95158577,2,14980,14981,141699
ELL2,5,ELL2,95220801,95297775,12,15000,15011,141699
PCSK1,5,PCSK1,95726118,95768952,5,15046,15050,141699
CAST,5,CAST,95997940,96110385,14,15114,15127,141699
ERAP1,5,ERAP1,96096513,96143892,19,15125,15143,141699
ERAP2,5,ERAP2,96211643,96255406,12,15152,15163,141699
LNPEP,5,LNPEP,96271345,96365115,13,15164,15176,141699
LIX1,5,LIX1,96427573,96478520,8,15185,15192,141699
RIOK2,5,RIOK2,96498640,96518944,7,15197,15203,141699
RGMB,5,RGMB,98104999,98132198,4,15406,15409,141699
CHD1,5,CHD1,98190907,98262238,6,15412,15417,141699
FAM174A,5,FAM174A,99871123,99922440,4,15599,15602,141699
ST8SIA4,5,ST8SIA4,100142903,100238970,7,15626,15632,141699
SLCO4C1,5,SLCO4C1,101569691,101632253,16,15766,15781,141699
SLCO6A1,5,SLCO6A1,101707651,101834720,9,15790,15798,141699
PAM,5,PAM,102201526,102365417,12,15849,15860,141699
GIN1,5,GIN1,102421703,102455842,4,15864,15867,141699
HISPPD1,5,HISPPD1,102465256,102538909,3,15868,15870,141699
NUDT12,5,NUDT12,102884555,102898490,4,15914,15917,141699
EFNA5,5,EFNA5,106712589,107006596,57,16416,16472,141699
FBXL17,5,FBXL17,107195448,107717111,50,16511,16560,141699
FER,5,FER,108083522,108523373,44,16599,16642,141699
PJA2,5,PJA2,108670409,108745675,18,16681,16698,141699
MAN2A1,5,MAN2A1,109025155,109203429,18,16733,16750,141699
FLJ43080,5,FLJ43080,109755811,110062381,23,16883,16905,141699
SLC25A46,5,SLC25A46,110074753,110098486,4,16910,16913,141699
WDR36,5,WDR36,110427869,110466200,8,16954,16961,141699
CAMK4,5,CAMK4,110560081,110820748,41,16979,17019,141699
C5orf13,5,C5orf13,111064992,111092955,9,17061,17069,141699
EPB41L4A,5,EPB41L4A,111498314,111755010,33,17115,17147,141699
APC,5,APC,112043217,112181936,18,17196,17213,141699
REEP5,5,REEP5,112212080,112258031,8,17218,17225,141699
DCP2,5,DCP2,112312432,112356667,6,17229,17234,141699
MCC,5,MCC,112357795,112824527,68,17235,17302,141699
YTHDC2,5,YTHDC2,112849409,112930981,7,17306,17312,141699
KCNN2,5,KCNN2,113698015,113832197,21,17430,17450,141699
TRIM36,5,TRIM36,114460458,114516243,10,17516,17525,141699
PGGT1B,5,PGGT1B,114546526,114598569,7,17530,17536,141699
FEM1C,5,FEM1C,114856607,114880591,2,17579,17580,141699
ATG12,5,ATG12,115165815,115177499,3,17626,17628,141699
AP3S1,5,AP3S1,115177618,115249778,13,17629,17641,141699
LVRN,5,LVRN,115298150,115363299,21,17659,17679,141699
COMMD10,5,COMMD10,115420726,115628978,28,17701,17728,141699
SEMA6A,5,SEMA6A,115779250,115910551,52,17760,17811,141699
DTWD2,5,DTWD2,118175235,118324240,18,18237,18254,141699
DMXL1,5,DMXL1,118407083,118584822,17,18260,18276,141699
TNFAIP8,5,TNFAIP8,118604417,118730294,30,18280,18309,141699
HSD17B4,5,HSD17B4,118788147,118878027,12,18317,18328,141699
FAM170A,5,FAM170A,118965292,118971517,2,18342,18343,141699
PRR16,5,PRR16,119800018,120022964,38,18453,18490,141699
SRFBP1,5,SRFBP1,121297655,121364295,9,18673,18681,141699
LOX,5,LOX,121402018,121413954,4,18684,18687,141699
ZNF474,5,ZNF474,121465214,121489266,7,18697,18703,141699
SNCAIP,5,SNCAIP,121647819,121799794,26,18718,18743,141699
SNX2,5,SNX2,122110749,122165802,5,18808,18812,141699
SNX24,5,SNX24,122181270,122344899,14,18814,18827,141699
PPIC,5,PPIC,122359077,122372425,3,18833,18835,141699
CCDC100,5,CCDC100,122680578,122759252,10,18886,18895,141699
CSNK1G3,5,CSNK1G3,122847792,122952464,9,18902,18910,141699
ZNF608,5,ZNF608,123972609,124080805,30,19117,19146,141699
GRAMD3,5,GRAMD3,125759100,125830048,20,19457,19476,141699
ALDH7A1,5,ALDH7A1,125878917,125931082,15,19487,19501,141699
RNUXA,5,RNUXA,125936632,125961080,3,19503,19505,141699
LMNB1,5,LMNB1,126112832,126172709,6,19539,19544,141699
MARCH3,5,MARCH3,126205550,126366246,15,19560,19574,141699
MEGF10,5,MEGF10,126626455,126796910,34,19599,19632,141699
PRRC1,5,PRRC1,126853347,126890773,6,19640,19645,141699
CTXN3,5,CTXN3,126984712,126994322,11,19667,19677,141699
SLC12A2,5,SLC12A2,127419482,127525380,9,19721,19729,141699
FBN2,5,FBN2,127593600,127873735,30,19738,19767,141699
SLC27A6,5,SLC27A6,128301209,128369335,13,19810,19822,141699
ISOC1,5,ISOC1,128430441,128449719,2,19831,19832,141699
ADAMTS19,5,ADAMTS19,128796102,129074376,26,19894,19919,141699
CHSY3,5,CHSY3,129240522,129522327,29,19929,19957,141699
CDC42SE2,5,CDC42SE2,130599701,130730382,5,20041,20045,141699
RAPGEF6,5,RAPGEF6,130761603,130970929,14,20047,20060,141699
FNIP1,5,FNIP1,130977406,131132756,9,20061,20069,141699
ACSL6,5,ACSL6,131289151,131347349,6,20077,20082,141699
P4HA2,5,P4HA2,131528303,131563556,9,20094,20102,141699
PDLIM4,5,PDLIM4,131593386,131609147,3,20106,20108,141699
SLC22A4,5,SLC22A4,131630144,131679899,12,20113,20124,141699
SLC22A5,5,SLC22A5,131705400,131731306,4,20127,20130,141699
LOC441108,5,LOC441108,131746672,131798059,6,20133,20138,141699
IRF1,5,IRF1,131818784,131826427,4,20152,20155,141699
RAD50,5,RAD50,131892629,131979595,11,20166,20176,141699
IL13,5,IL13,131993864,131996801,3,20179,20181,141699
KIF3A,5,KIF3A,132028322,132073265,4,20186,20189,141699
SEPT8,5,SEPT8,132086508,132113561,2,20191,20192,141699
UQCRQ,5,UQCRQ,132202318,132204536,3,20205,20207,141699
AFF4,5,AFF4,132211070,132299354,10,20211,20220,141699
ZCCHC10,5,ZCCHC10,132332676,132362240,2,20227,20228,141699
HSPA4,5,HSPA4,132387661,132440709,8,20234,20241,141699
FSTL4,5,FSTL4,132532151,132948223,112,20260,20371,141699
C5orf15,5,C5orf15,133291200,133304478,3,20459,20461,141699
VDAC1,5,VDAC1,133307606,133340433,5,20463,20467,141699
CDKN2AIPNL,5,CDKN2AIPNL,133416743,133747589,34,20478,20511,141699
TCF7,5,TCF7,133450401,133483920,8,20487,20494,141699
SKP1,5,SKP1,133492081,133512724,2,20496,20497,141699
CDKL3,5,CDKL3,133634114,133702765,2,20507,20508,141699
PHF15,5,PHF15,133861797,133918918,15,20532,20546,141699
SEC24A,5,SEC24A,133984478,134063601,4,20551,20554,141699
DDX46,5,DDX46,134094460,134166811,8,20556,20563,141699
TXNDC15,5,TXNDC15,134209459,134237323,3,20566,20568,141699
PCBD2,5,PCBD2,134240809,134298336,7,20569,20575,141699
CATSPER3,5,CATSPER3,134303613,134347386,6,20576,20581,141699
PITX1,5,PITX1,134363423,134369964,2,20584,20585,141699
H2AFY,5,H2AFY,134670070,134735577,11,20661,20671,141699
C5orf20,5,C5orf20,134779903,134783038,3,20683,20685,141699
LOC153328,5,LOC153328,135170364,135208436,6,20746,20751,141699
IL9,5,IL9,135227934,135231516,3,20761,20763,141699
FBXL21,5,FBXL21,135272262,135277367,2,20770,20771,141699
LECT2,5,LECT2,135282599,135290723,4,20774,20777,141699
TGFBI,5,TGFBI,135364583,135399507,5,20791,20795,141699
SMAD5,5,SMAD5,135468535,135518422,3,20805,20807,141699
TRPC7,5,TRPC7,135549122,135693073,22,20812,20833,141699
SPOCK1,5,SPOCK1,136310986,136835018,86,20910,20995,141699
KLHL3,5,KLHL3,136953188,137071779,13,21019,21031,141699
PKD2L2,5,PKD2L2,137225124,137276156,3,21043,21045,141699
FAM13B1,5,FAM13B1,137273641,137368802,8,21046,21053,141699
NME5,5,NME5,137450860,137475132,3,21060,21062,141699
BRD8,5,BRD8,137475458,137514358,2,21063,21064,141699
KIF20A,5,KIF20A,137515348,137523362,3,21065,21067,141699
CDC25C,5,CDC25C,137620958,137667516,5,21073,21077,141699
FAM53C,5,FAM53C,137673967,137685418,3,21080,21082,141699
JMJD1B,5,JMJD1B,137688284,137772716,9,21084,21092,141699
ETF1,5,ETF1,137841783,137878932,5,21099,21103,141699
HSPA9,5,HSPA9,137891023,137911115,4,21105,21108,141699
CTNNA1,5,CTNNA1,138089106,138270723,13,21136,21148,141699
LRRTM2,5,LRRTM2,138205078,138211057,2,21145,21146,141699
SIL1,5,SIL1,138282409,138534065,22,21152,21173,141699
MATR3,5,MATR3,138609791,138666130,5,21182,21186,141699
SLC23A1,5,SLC23A1,138702888,138719001,4,21189,21192,141699
DNAJC18,5,DNAJC18,138747379,138775139,4,21196,21199,141699
TMEM173,5,TMEM173,138855548,138862292,3,21205,21207,141699
UBE2D2,5,UBE2D2,138940750,139008018,5,21211,21215,141699
CXXC5,5,CXXC5,139028300,139062680,6,21219,21224,141699
PSD2,5,PSD2,139175405,139224048,10,21246,21255,141699
NRG2,5,NRG2,139227259,139422879,36,21257,21292,141699
C5orf32,5,C5orf32,139554652,139623374,5,21309,21313,141699
PFDN1,5,PFDN1,139624634,139682689,2,21314,21315,141699
HBEGF,5,HBEGF,139712427,139726188,4,21319,21322,141699
SLC4A9,5,SLC4A9,139739786,139754722,4,21324,21327,141699
ANKHD1,5,ANKHD1,139781428,139919441,8,21328,21335,141699
ANKHD1-EIF4EBP3,5,ANKHD1-EIF4EBP3,139781428,139929163,10,21328,21337,141699
APBB3,5,APBB3,139937852,139944189,3,21338,21340,141699
SLC35A4,5,SLC35A4,139944419,139948683,2,21341,21342,141699
TMCO6,5,TMCO6,140019011,140024989,2,21352,21353,141699
IK,5,IK,140027383,140042065,2,21354,21355,141699
WDR55,5,WDR55,140044383,140050553,3,21356,21358,141699
HARS,5,HARS,140053489,140070971,2,21359,21360,141699
PCDHA1,5,PCDHA1,140165875,140391929,31,21368,21398,141699
PCDHA2,5,PCDHA2,140174443,140391929,30,21369,21398,141699
PCDHA3,5,PCDHA3,140180782,140391929,30,21369,21398,141699
PCDHA4,5,PCDHA4,140186671,140391929,27,21372,21398,141699
PCDHA5,5,PCDHA5,140201360,140391929,25,21374,21398,141699
PCDHA6,5,PCDHA6,140207649,140391929,24,21375,21398,141699
PCDHA7,5,PCDHA7,140213968,140391929,24,21375,21398,141699
PCDHA8,5,PCDHA8,140220906,140391929,24,21375,21398,141699
PCDHA9,5,PCDHA9,140227356,140391929,23,21376,21398,141699
PCDHA10,5,PCDHA10,140235633,140391929,23,21376,21398,141699
PCDHA11,5,PCDHA11,140247830,140391929,23,21376,21398,141699
PCDHA12,5,PCDHA12,140254930,140391929,22,21377,21398,141699
PCDHA13,5,PCDHA13,140261853,140391929,21,21378,21398,141699
PCDHAC1,5,PCDHAC1,140306301,140391929,17,21382,21398,141699
PCDHAC2,5,PCDHAC2,140346111,140391931,12,21387,21398,141699
PCDHB1,5,PCDHB1,140430978,140433512,2,21401,21402,141699
PCDHB2,5,PCDHB2,140474236,140476964,2,21407,21408,141699
PCDHB3,5,PCDHB3,140480233,140483406,2,21411,21412,141699
PCDHB4,5,PCDHB4,140501580,140505201,3,21414,21416,141699
PCDHB6,5,PCDHB6,140529838,140532868,5,21421,21425,141699
PCDHB7,5,PCDHB7,140552242,140555957,4,21427,21430,141699
PCDHB8,5,PCDHB8,140557429,140560021,3,21431,21433,141699
PCDHB16,5,PCDHB16,140560979,140565796,3,21434,21436,141699
PCDHB9,5,PCDHB9,140566892,140571111,5,21437,21441,141699
PCDHB10,5,PCDHB10,140571951,140575213,2,21442,21443,141699
PCDHB11,5,PCDHB11,140579347,140582618,4,21444,21447,141699
SLC25A2,5,SLC25A2,140682195,140683612,2,21461,21462,141699
PCDHGA1,5,PCDHGA1,140710251,140892546,52,21468,21519,141699
PCDHGA2,5,PCDHGA2,140718353,140892546,49,21471,21519,141699
PCDHGA3,5,PCDHGA3,140723600,140892546,46,21474,21519,141699
PCDHGB1,5,PCDHGB1,140729827,140892546,43,21477,21519,141699
PCDHGA4,5,PCDHGA4,140734767,140892546,41,21479,21519,141699
PCDHGB2,5,PCDHGB2,140739702,140892546,39,21481,21519,141699
PCDHGA5,5,PCDHGA5,140743897,140892546,38,21482,21519,141699
PCDHGB3,5,PCDHGB3,140749961,140892546,35,21485,21519,141699
PCDHGA6,5,PCDHGA6,140753650,140892546,33,21487,21519,141699
PCDHGA7,5,PCDHGA7,140762466,140892546,32,21488,21519,141699
PCDHGB4,5,PCDHGB4,140767451,140892546,30,21490,21519,141699
PCDHGA8,5,PCDHGA8,140771482,140892546,28,21492,21519,141699
PCDHGB5,5,PCDHGB5,140777694,140892546,24,21496,21519,141699
PCDHGA9,5,PCDHGA9,140782519,140892546,23,21497,21519,141699
PCDHGB6,5,PCDHGB6,140787769,140892546,21,21499,21519,141699
PCDHGA10,5,PCDHGA10,140792742,140892546,20,21500,21519,141699
PCDHGB7,5,PCDHGB7,140797281,140892546,19,21501,21519,141699
PCDHGA11,5,PCDHGA11,140800536,140892546,17,21503,21519,141699
PCDHGA12,5,PCDHGA12,140810157,140892546,12,21508,21519,141699
PCDHGC3,5,PCDHGC3,140855568,140892546,7,21513,21519,141699
PCDHGC4,5,PCDHGC4,140864740,140892546,4,21516,21519,141699
PCDHGC5,5,PCDHGC5,140868807,140892546,3,21517,21519,141699
DIAPH1,5,DIAPH1,140894587,140998622,11,21521,21531,141699
FCHSD1,5,FCHSD1,141018868,141030986,7,21532,21538,141699
CENTD3,5,CENTD3,141032967,141061800,5,21540,21544,141699
PCDH1,5,PCDH1,141232672,141257944,9,21594,21602,141699
KIAA0141,5,KIAA0141,141303408,141319717,3,21616,21618,141699
PCDH12,5,PCDH12,141324529,141338627,9,21620,21628,141699
RNF14,5,RNF14,141346436,141368754,3,21633,21635,141699
GNPDA1,5,GNPDA1,141380233,141392620,4,21639,21642,141699
NDFIP1,5,NDFIP1,141488323,141534008,11,21667,21677,141699
SPRY4,5,SPRY4,141689991,141704620,3,21714,21716,141699
FGF1,5,FGF1,141973121,142065628,33,21785,21817,141699
ARHGAP26,5,ARHGAP26,142150291,142608572,95,21833,21927,141699
NR3C1,5,NR3C1,142657495,142815077,16,21940,21955,141699
HMHB1,5,HMHB1,143191725,143200284,2,22022,22023,141699
YIPF5,5,YIPF5,143537726,143550278,4,22079,22082,141699
KCTD16,5,KCTD16,143550436,143856944,22,22083,22104,141699
PRELID2,5,PRELID2,145138581,145214899,12,22240,22251,141699
LOC643226,5,LOC643226,145239295,145252531,7,22262,22268,141699
SH3RF2,5,SH3RF2,145316141,145442855,21,22279,22299,141699
PLAC8L1,5,PLAC8L1,145463875,145483946,5,22304,22308,141699
LARS,5,LARS,145492588,145562294,16,22309,22324,141699
RBM27,5,RBM27,145583162,145668784,3,22327,22329,141699
TCERG1,5,TCERG1,145826872,145891069,7,22362,22368,141699
PPP2R2B,5,PPP2R2B,145969067,146461033,79,22381,22459,141699
STK32A,5,STK32A,146614578,146763768,31,22498,22528,141699
DPYSL3,5,DPYSL3,146770370,146833260,10,22530,22539,141699
JAKMIP2,5,JAKMIP2,146970705,147162252,23,22561,22583,141699
C5orf46,5,C5orf46,147272270,147286101,2,22611,22612,141699
SPINK5,5,SPINK5,147443534,147516925,17,22636,22652,141699
SPINK6,5,SPINK6,147582403,147594700,3,22660,22662,141699
FBXO38,5,FBXO38,147763545,147822399,7,22683,22689,141699
HTR4,5,HTR4,147830594,148033741,84,22696,22779,141699
ADRB2,5,ADRB2,148206155,148208188,4,22808,22811,141699
SH3TC2,5,SH3TC2,148361712,148442737,17,22847,22863,141699
ABLIM3,5,ABLIM3,148521053,148639999,26,22875,22900,141699
AFAP1L1,5,AFAP1L1,148651457,148721365,19,22904,22922,141699
GRPEL2,5,GRPEL2,148724976,148734146,2,22923,22924,141699
PCYOX1L,5,PCYOX1L,148737608,148749215,2,22925,22926,141699
IL17B,5,IL17B,148753829,148758838,3,22928,22930,141699
CSNK1A1,5,CSNK1A1,148874844,148931007,5,22964,22968,141699
FLJ41603,5,FLJ41603,148961134,149014527,7,22973,22979,141699
PPARGC1B,5,PPARGC1B,149109863,149227269,21,23001,23021,141699
PDE6A,5,PDE6A,149237518,149324356,23,23025,23047,141699
SLC26A2,5,SLC26A2,149340299,149366963,5,23054,23058,141699
CSF1R,5,CSF1R,149432857,149492935,24,23076,23099,141699
PDGFRB,5,PDGFRB,149493401,149535422,10,23100,23109,141699
SLC6A7,5,SLC6A7,149569519,149590635,7,23118,23124,141699
CAMK2A,5,CAMK2A,149599054,149669336,19,23128,23146,141699
TCOF1,5,TCOF1,149737234,149779871,10,23159,23168,141699
CD74,5,CD74,149781199,149792332,3,23170,23172,141699
RPS14,5,RPS14,149823791,149829319,5,23181,23185,141699
NDST1,5,NDST1,149900429,149937773,3,23201,23203,141699
SYNPO,5,SYNPO,150020219,150038792,3,23223,23225,141699
RBM22,5,RBM22,150070355,150080624,3,23227,23229,141699
DCTN4,5,DCTN4,150088308,150138576,4,23232,23235,141699
MST150,5,MST150,150157866,150176298,5,23238,23242,141699
GPX3,5,GPX3,150399998,150408554,2,23268,23269,141699
TNIP1,5,TNIP1,150409505,150460997,7,23270,23276,141699
ANXA6,5,ANXA6,150480267,150537367,29,23283,23311,141699
CCDC69,5,CCDC69,150560612,150603654,20,23321,23340,141699
GM2A,5,GM2A,150632612,150649953,9,23348,23356,141699
SLC36A3,5,SLC36A3,150656322,150683327,10,23357,23366,141699
SLC36A2,5,SLC36A2,150694538,150727119,6,23369,23374,141699
SLC36A1,5,SLC36A1,150827162,150871940,12,23388,23399,141699
FAT2,5,FAT2,150883652,150948505,42,23400,23441,141699
SPARC,5,SPARC,151041008,151066517,9,23473,23481,141699
G3BP1,5,G3BP1,151151475,151184915,8,23490,23497,141699
GLRA1,5,GLRA1,151202167,151304403,9,23499,23507,141699
NMUR2,5,NMUR2,151771101,151784840,6,23560,23565,141699
GRIA1,5,GRIA1,152870083,153193429,67,23688,23754,141699
FAM114A2,5,FAM114A2,153371264,153418497,4,23775,23778,141699
MFAP3,5,MFAP3,153418558,153434593,5,23779,23783,141699
GALNT10,5,GALNT10,153570294,153799810,56,23799,23854,141699
SAP30L,5,SAP30L,153825582,153835873,3,23858,23860,141699
LARP1,5,LARP1,154092461,154197163,11,23916,23926,141699
C5orf4,5,C5orf4,154198051,154230213,3,23927,23929,141699
GEMIN5,5,GEMIN5,154266975,154317771,10,23933,23942,141699
MRPL22,5,MRPL22,154320632,154348971,3,23943,23945,141699
KIF4B,5,KIF4B,154393259,154397685,5,23954,23958,141699
SGCD,5,SGCD,155753766,156194798,57,24178,24234,141699
TIMD4,5,TIMD4,156346369,156390266,6,24251,24256,141699
HAVCR1,5,HAVCR1,156456530,156485487,5,24262,24266,141699
HAVCR2,5,HAVCR2,156512842,156536138,7,24272,24278,141699
FAM71B,5,FAM71B,156589343,156593275,2,24282,24283,141699
ITK,5,ITK,156607906,156682109,65,24286,24350,141699
CYFIP2,5,CYFIP2,156693090,156822606,40,24354,24393,141699
C5orf40,5,C5orf40,156768606,156772729,4,24374,24377,141699
ICHTHYIN,5,ICHTHYIN,156887026,156901730,4,24400,24403,141699
ADAM19,5,ADAM19,156904311,157002768,39,24404,24442,141699
SOX30,5,SOX30,157052686,157079428,7,24454,24460,141699
THG1L,5,THG1L,157158322,157166772,2,24480,24481,141699
LSM11,5,LSM11,157170754,157183746,2,24484,24485,141699
CLINT1,5,CLINT1,157213296,157286168,7,24490,24496,141699
EBF1,5,EBF1,158122922,158526788,60,24650,24709,141699
RNF145,5,RNF145,158584418,158634834,13,24716,24728,141699
IL12B,5,IL12B,158741790,158757481,4,24739,24742,141699
ADRA1B,5,ADRA1B,159343739,159400017,19,24888,24906,141699
TTC1,5,TTC1,159436179,159492550,9,24916,24924,141699
PWWP2A,5,PWWP2A,159502891,159546452,2,24927,24928,141699
FABP6,5,FABP6,159626047,159665729,11,24938,24948,141699
CCNJL,5,CCNJL,159678670,159739573,21,24952,24972,141699
C1QTNF2,5,C1QTNF2,159774774,159797648,6,24978,24983,141699
SLU7,5,SLU7,159828647,159846168,7,24987,24993,141699
PTTG1,5,PTTG1,159848864,159855746,2,24995,24996,141699
ATP10B,5,ATP10B,159990126,160279219,60,25032,25091,141699
GABRB2,5,GABRB2,160715435,160975130,29,25160,25188,141699
GABRA6,5,GABRA6,161112657,161129598,6,25199,25204,141699
GABRA1,5,GABRA1,161274196,161326965,4,25219,25222,141699
GABRG2,5,GABRG2,161494647,161582545,9,25245,25253,141699
HMMR,5,HMMR,162887662,162918947,5,25475,25479,141699
MAT2B,5,MAT2B,162930230,162946328,3,25482,25484,141699
ODZ2,5,ODZ2,166711842,167691162,214,26150,26363,141699
WWC1,5,WWC1,167719091,167896764,56,26371,26426,141699
RARS,5,RARS,167913462,167946309,5,26431,26435,141699
SLIT3,5,SLIT3,168093070,168728133,186,26452,26637,141699
CCDC99,5,CCDC99,169010637,169031781,3,26683,26685,141699
